pid,night_number,condition,episode_index,train_index,disruptive_took_place,disruptive_start_epoch_sec,first_induction_epoch_sec,train_end_epoch_sec,train_duration_sec,induction_cues_count
389242743596,13,5,1,2,False,16259,16379,16466,207,29
389242743596,13,5,4,0,False,19489,19609,19683,194,25
389242743596,13,5,4,1,False,19983,20103,20104,121,1
389242743596,7,2,0,0,True,16395,16515,16571,176,19
389242743596,7,2,0,1,True,16871,16991,17020,149,10
389242743596,7,2,0,2,True,17320,17440,17467,147,9
389242743596,9,5,0,0,False,14521,14641,14673,152,11
389242743596,9,5,0,1,False,14973,15093,15113,140,7
389242743596,9,5,0,2,False,15413,15533,15551,138,6
389242743596,9,5,1,0,False,16412,16532,16533,121,1
389242743596,9,5,3,0,False,17879,17999,18086,207,29
389242743596,19,7,0,0,True,15365,15485,15537,172,18
389242743596,19,7,1,0,True,15823,15943,16030,207,29
389242743596,19,7,1,1,True,16030,16150,16151,121,1
389242743596,19,7,2,0,True,16450,16570,16657,207,29
389242743596,19,7,2,1,True,16657,16777,16778,121,1
419602113256,2,2,0,0,True,14521,14641,14670,149,10
419602113256,2,2,1,0,True,14836,14956,15003,167,16
419602113256,2,2,2,0,True,15423,15543,15544,121,1
419602113256,2,2,3,0,True,16796,16916,16917,121,1
419602113256,2,2,4,0,True,20643,20763,20779,136,6
429172883516,2,5,6,0,False,16157,16276,16302,145,6
429172883526,1,5,0,0,False,14521,14641,14642,121,1
429172883526,1,5,0,1,False,14942,15062,15138,196,16
429172883526,1,5,0,2,False,15438,15558,15564,126,2
429172883526,1,5,5,0,False,17279,17399,17400,121,1
429172883526,1,5,7,0,False,18876,18996,19002,126,2
429172883526,2,7,0,0,True,14521,14641,14712,191,15
429172883526,2,7,0,1,True,15012,15132,15133,121,1
429172883526,2,7,1,0,True,16477,16597,16598,121,1
429172883526,2,7,2,0,True,18277,18397,18398,121,1
429172883526,2,7,2,1,True,18698,18818,18854,156,8
429172883526,3,6,0,0,True,14687,14807,14818,131,3
429172883526,3,6,0,1,True,15118,15238,15248,130,2
429172883526,3,6,0,2,True,15248,15368,15409,161,9
429172883526,3,6,1,0,True,16266,16386,16412,146,6
429172883526,3,6,2,0,True,16934,17054,17180,246,26
429282923166,3,7,0,0,True,14521,14640,14653,132,3
429282923166,3,7,1,0,True,15645,15764,15880,235,24
429282923166,2,5,0,0,False,14676,14795,14796,120,1
429282923166,2,5,1,0,False,15849,15968,15984,135,4
429282923166,2,5,2,0,False,17987,18106,18187,200,17
429282923166,2,5,2,1,False,18485,18605,18685,200,16
429282923166,2,5,2,2,False,18685,18804,18835,150,7
429282923166,5,4,0,0,False,14930,15049,15050,120,1
429282923166,5,4,1,0,False,15392,15511,15522,130,3
429282923166,5,4,1,1,False,15820,15940,15941,121,1
429282923166,5,4,2,0,False,16765,16884,16900,135,4
429282923166,5,4,2,1,False,17198,17318,17333,135,3
429282923166,4,3,1,0,True,16952,17071,17072,,1
429282923166,4,3,2,0,True,18221,18340,18351,,3
429282923166,4,3,3,0,True,18825,18944,18945,,1
429282923166,4,3,4,0,True,19751,19870,19871,,1
429282923166,4,3,6,0,True,21612,21731,21732,,1
429952943496,6,5,0,0,False,26803,26923,26973,170,17
429952943496,6,5,1,0,False,27400,27520,27528,128,3
429952943496,6,5,1,1,False,27828,27948,27966,138,6
429952943496,6,5,1,2,False,27966,,27974,8,0
429952943496,2,3,0,0,True,14521,14641,14718,,26
429952943496,2,3,8,0,True,15777,15897,15956,,20
429952943496,2,3,9,0,True,18254,18374,18379,,2
429952943496,2,3,9,1,True,18679,18799,18801,,1
429952943496,2,3,9,2,True,19101,19221,19239,,6
429952943496,3,3,0,0,True,14521,14641,14718,,26
429952943496,3,3,8,0,True,15777,15897,15956,,20
429952943496,3,3,9,0,True,18254,18374,18379,,2
429952943496,3,3,9,1,True,18679,18799,18801,,1
429952943496,3,3,9,2,True,19101,19221,19239,,6
429952943496,7,4,2,0,False,14957,15077,15078,121,1
429952943496,7,4,5,0,False,16982,17102,17104,122,1
429952943496,7,4,8,0,False,19553,19673,19675,122,1
429952943496,7,4,9,0,False,20095,20215,20236,141,6
429952943496,7,4,10,0,False,20443,20563,20585,142,6
429952943496,4,3,0,0,True,14521,14641,14718,,26
429952943496,4,3,8,0,True,15777,15897,15956,,20
429952943496,4,3,9,0,True,18254,18374,18379,,2
429952943496,4,3,9,1,True,18679,18799,18801,,1
429952943496,4,3,9,2,True,19101,19221,19239,,6
429952943496,8,4,2,0,False,14957,15077,15078,121,1
429952943496,8,4,5,0,False,16982,17102,17104,122,1
429952943496,8,4,8,0,False,19553,19673,19675,122,1
429952943496,8,4,9,0,False,20095,20215,20236,141,6
429952943496,8,4,10,0,False,20443,20563,20585,142,6
429952943496,9,4,2,0,False,14957,15077,15078,121,1
429952943496,9,4,5,0,False,16982,17102,17104,122,1
429952943496,9,4,8,0,False,19553,19673,19675,122,1
429952943496,9,4,9,0,False,20095,20215,20236,141,6
429952943496,9,4,10,0,False,20443,20563,20585,142,6
439442713976,2,4,0,0,False,16790,16910,16911,121,1
439442713976,2,4,2,0,False,22334,22454,22495,161,9
439442713976,2,4,4,0,False,24517,24637,24644,127,2
439442713976,2,4,5,0,False,25245,25365,25397,152,7
439442713976,2,4,5,1,False,25697,25817,25847,150,6
439442713976,4,3,8,0,True,17770,17890,17892,,1
439442713976,4,3,8,1,True,18192,18312,18314,,1
439442713976,4,3,8,2,True,18614,18734,18752,,6
